X,Y,OBJECTID,PRJ_NUMBER,FILE_NUMBR,NAME,ADDRESS,CITY,ZIPCODE,COUNTY,TYPE,OPERATING,OP_CLASS,LOTS,APPDATE,PRISTATUS,SECSTATUS,ONUMBER,OROUTE,FSOURCE,DATASOURCE,NOTES,LAT_DD,LONG_DD,MGRS,GOOGLEMAP,GCID,DESCRIPT,FLAG,UPDATE_DAY,FGDLAQDATE
-80.14391931,25.99147371,1687,PRMZ000658,8417,SEVILLE COURT,426 NE 5TH ST,HALLANDALE BEACH,33009,BROWARD,MOBILE HOME PARK,PRIVATE,PRIVATE,144,10/17/1985,APPROVED, ,DE00019706, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [426 NE 5TH ST, HALLANDALE BEACH, FLORIDA, 33009]",25.99147371,-80.14391931,17RNJ8568375020,https://www.google.com/maps/place/17RNJ8568375020,1687,SEVILLE COURT,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.30293187,29.01057086,1688,PRMZ001026,8740,SHA-DE-LAND MHP,1100 S WOODLAND BLVD,DELAND,32720,VOLUSIA,MOBILE HOME PARK,PRIVATE,PRIVATE,47,5/1/1986,APPROVED, ,DE42879,C/O GULF ATLANTIC ASSET MGMT INC,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [1100 S WOODLAND BLVD, DELAND, FLORIDA, 32720]",29.01057086,-81.30293187,17RMN7049709195,https://www.google.com/maps/place/17RMN7049709195,1688,SHA-DE-LAND MHP,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.66738334,28.37106336,1689,PRMZ000975,8695,SHADOW  WOOD VILLAGE MH COMM,14709 SHADOW  WOOD BLVD,HUDSON,34667,PASCO,MOBILE HOME PARK,PRIVATE,PRIVATE,158,3/14/1985,APPROVED, ,DE45129, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: STREETADDRESS, SCORE: 98.88, [14709 SHADOWWOOD BLVD, HUDSON, FLORIDA, 34667]",28.37106336,-82.66738335,17RLM3661139438,https://www.google.com/maps/place/17RLM3661139438,1689,SHADOW  WOOD VILLAGE MH COMM,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.27310004,28.56107812,1690,PRMZ000937,8661,SHADOW HILLS MHP NORTH,8403 MILLINOCKETT LN,ORLANDO,32825,ORANGE,MOBILE HOME PARK,PRIVATE,PRIVATE,364,6/14/1985,APPROVED, ,DE44678, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [8403 MILLINOCKETT LN, ORLANDO, FLORIDA, 32825]",28.56107812,-81.27310004,17RMM7328859389,https://www.google.com/maps/place/17RMM7328859389,1690,SHADOW HILLS MHP NORTH,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.27310004,28.56107812,1691,PRMZ001596,9240,SHADOW HILLS MHP SOUTH,8403 MILLINOCKETT LN,ORLANDO,32825,ORANGE,MOBILE HOME PARK,PRIVATE,PRIVATE,306,6/7/1985,APPROVED, ,DE44678, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [8403 MILLINOCKETT LN, ORLANDO, FLORIDA, 32825]",28.56107812,-81.27310004,17RMM7328859389,https://www.google.com/maps/place/17RMM7328859389,1691,SHADOW HILLS MHP SOUTH,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.69093218,28.36661115,1692,PRMZ001630,9271,SHADY ACRES MHP & RV PARK,14417 US 19,HUDSON,34667,PASCO,MOBILE HOME PARK,PRIVATE,PRIVATE,72,8/27/1985,APPROVED, ,DE00012563, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [14417 US HIGHWAY 19, HUDSON, FLORIDA, 34667]",28.36661115,-82.69093218,17RLM3429638977,https://www.google.com/maps/place/17RLM3429638977,1692,SHADY ACRES MHP & RV PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.04112409,28.97627225,1693,PRMZ001027,8741,SHADY ACRES MOBILE HOME PARK,16801 SE HWY 301,SUMMERFIELD,34491,MARION,MOBILE HOME PARK,PRIVATE,PRIVATE,41,7/10/1985,APPROVED, ,DE45471, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: STREETADDRESS, SCORE: 96.67, [16801 US-301 N, SUMMERFIELD, FLORIDA, 34491]",28.97627225,-82.04112409,17RLN9856805803,https://www.google.com/maps/place/17RLN9856805803,1693,SHADY ACRES MOBILE HOME PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.82740873,26.45960736,1694,PRMY002663,7469,SHADY ACRES TRAVEL PARK,19370 TAMIAMI TRAIL SOUTH,FORT MYERS,33908,LEE,MOBILE HOME PARK,PRIVATE,PRIVATE,16,12/21/1984,APPROVED, ,DE00018105, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: STREETADDRESS, SCORE: 92.43, [19370 S TAMIAMI TRL, FORT MYERS, FLORIDA, 33908]",26.45960736,-81.82740873,17RMK1751826849,https://www.google.com/maps/place/17RMK1751826849,1694,SHADY ACRES TRAVEL PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.78981956,27.9185998,1695,PRMZ001203,8890,SHADY DELL TP,263 1ST ST NW,LARGO,33770,PINELLAS,MOBILE HOME PARK,PRIVATE,PRIVATE,20,2/13/1986,APPROVED, ,DE00022930, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [263 1ST ST NW, LARGO, FLORIDA, 33770]",27.9185998,-82.78981956,17RLL2387289474,https://www.google.com/maps/place/17RLL2387289474,1695,SHADY DELL TP,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.3251201,28.08021853,1696,PRMY002969,7603,SHADY GROVE,12966 MORRIS BRIDGE RD,THONOTOSASSA,33592,HILLSBOROUGH,MOBILE HOME PARK,PRIVATE,PRIVATE,22,3/6/1987,APPROVED, ,DE45642, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [12966 MORRIS BRIDGE RD, THONOTOSASSA, FLORIDA, 33592]",28.08021853,-82.3251201,17RLM6980106797,https://www.google.com/maps/place/17RLM6980106797,1696,SHADY GROVE,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.36482167,26.96486104,1697,PRMZ001010,8726,SHADY HAVEN MHP,150 ENGLEWOOD RD,ENGLEWOOD,34223,SARASOTA,MOBILE HOME PARK,PRIVATE,PRIVATE,103,11/21/1985,APPROVED, ,DE45080,ATTN: CAE MANAGEMENT LLC,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 90.92, [150 OLD ENGLEWOOD RD, ENGLEWOOD, FLORIDA, 34223]",26.96486104,-82.36482167,17RLK6453983275,https://www.google.com/maps/place/17RLK6453983275,1697,SHADY HAVEN MHP,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-84.36160239,30.44626015,1698,PRMY003362,7711,SHADY LANE MHP,1154 HATLEE TRACE,TALLAHASSEE,32304,LEON,MOBILE HOME PARK,PRIVATE,PRIVATE,20,7/26/1994,APPROVED, ,DE44998, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [1154 HATLEE TRCE, TALLAHASSEE, FLORIDA, 32304]",30.44626015,-84.36160239,16RGU5336571194,https://www.google.com/maps/place/16RGU5336571194,1698,SHADY LANE MHP,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.70504912,27.91656128,1699,PRMZ000979,8698,SHADY LANE OAKS,15777 BOLESTA RD # 174,CLEARWATER,33760,PINELLAS,MOBILE HOME PARK,PRIVATE,PRIVATE,250,4/18/1985,APPROVED, ,DE44235, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [15777 BOLESTA RD, CLEARWATER, FLORIDA, 33760]",27.91656128,-82.70504912,17RLL3221289129,https://www.google.com/maps/place/17RLL3221289129,1699,SHADY LANE OAKS,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.70094178,27.91521975,1700,PRMZ001057,8767,SHADY LANE VILLAGE,15666 49TH ST N,CLEARWATER,33762,PINELLAS,MOBILE HOME PARK,PRIVATE,PRIVATE,155,4/18/1985,APPROVED, ,DE44236,BUSINESS LICENSES LLC,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [15666 49TH ST N, CLEARWATER, FLORIDA, 33762]",27.91521975,-82.70094178,17RLL3261488974,https://www.google.com/maps/place/17RLL3261488974,1700,SHADY LANE VILLAGE,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-80.64690189,28.13817003,1701,PRMZ001023,8738,SHADY OAK,1920 STEWART ROAD,MELBOURNE,32936,BREVARD,MOBILE HOME PARK,PRIVATE,PRIVATE,35,8/12/1985,APPROVED, ,DE46191, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 92.08, [1920 STEWART RD, MELBOURNE, FLORIDA, 32935]",28.13817004,-80.64690189,17RNM3467312559,https://www.google.com/maps/place/17RNM3467312559,1701,SHADY OAK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.44425235,30.64189809,1702,PRMY003429,7745,SHADY OAK VILLA MOBILE HOME PARK,1874 DRURY ROAD,FERNANDINA BEACH,32034,NASSAU,MOBILE HOME PARK,PRIVATE,PRIVATE,8,10/28/1994,APPROVED, ,DE00018909, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: STREETADDRESS, SCORE: 100, [1874 DRURY RD, FERNANDINA BEACH, FLORIDA, 32034]",30.64189809,-81.44425235,17RMP5743190000,https://www.google.com/maps/place/17RMP5743190000,1702,SHADY OAK VILLA MOBILE HOME PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-80.18735992,25.91055187,1703,PRMZ000378,8176,SHADY OAKS,14721 NE 6TH AVE,MIAMI,33161,DADE,MOBILE HOME PARK,PRIVATE,PRIVATE,37,3/6/1987,APPROVED, ,DE45878, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 99.15, [14721 NE 6TH AVE, MIAMI, FLORIDA, 33161]",25.91055187,-80.18735992,17RNJ8139066030,https://www.google.com/maps/place/17RNJ8139066030,1703,SHADY OAKS,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.34090962,27.41371274,1704,PRMY001984,7200,SHADY OAKS,8015 ELLIOTT RD,SEBRING,33870,HIGHLANDS,MOBILE HOME PARK,PRIVATE,PRIVATE,15,9/16/1986,APPROVED,DELINQUENT,DE00017211,ATTN EVELYN STEINHART,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 92.08, [8015 ELLIOTT RD, SEBRING, FLORIDA, 33876]",27.41371274,-81.34090962,17RML6630132305,https://www.google.com/maps/place/17RML6630132305,1704,SHADY OAKS,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.08179982,29.26167344,1705,PRMZ001378,9048,SHADY OAKS,1320 HAND AVE,ORMOND BEACH,32174,VOLUSIA,MOBILE HOME PARK,PRIVATE,PRIVATE,87,7/12/1985,APPROVED, ,DE00012343,ATTN DWIGHT C SELBY,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [1320 HAND AVE, ORMOND BEACH, FLORIDA, 32174]",29.26167345,-81.08179982,17RMN9205336980,https://www.google.com/maps/place/17RMN9205336980,1705,SHADY OAKS,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.89755104,28.04426298,1706,PRMY002955,7596,SHADY OAKS MOBILE HOME PARK,3245 E MAIN ST,LAKELAND,33801,POLK,MOBILE HOME PARK,PRIVATE,PRIVATE,30,11/4/1986,APPROVED,DELINQUENT,DE00015052, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [3245 E MAIN ST, LAKELAND, FLORIDA, 33801]",28.04426298,-81.89755104,17RMM1178502430,https://www.google.com/maps/place/17RMM1178502430,1706,SHADY OAKS MOBILE HOME PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.68515113,27.82472771,1707,PRMZ001022,8737,SHADY OAKS MOBILE HOME PARK,3801 58TH AVE N,ST PETERSBURG,33714,PINELLAS,MOBILE HOME PARK,PRIVATE,PRIVATE,59,10/23/1985,APPROVED, ,DE00020353, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [3801 58TH AVE N, ST PETERSBURG, FLORIDA, 33714]",27.82472771,-82.68515113,17RLL3403178926,https://www.google.com/maps/place/17RLL3403178926,1707,SHADY OAKS MOBILE HOME PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.04604936,29.04911389,1708,PRMY002939,7582,SHADY OAKS MOBILE HOME PARK,11925 SE US HWY 301,BELLEVIEW,34420,MARION,MOBILE HOME PARK,PRIVATE,PRIVATE,12,1/15/1987,APPROVED, ,DE00014798, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [11925 SE US-301, BELLEVIEW, FLORIDA, 34420]",29.04911389,-82.04604936,17RLN9816013878,https://www.google.com/maps/place/17RLN9816013878,1708,SHADY OAKS MOBILE HOME PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.77431916,28.85456067,1709,PRMY003071,7642,SHADY OAKS MP,34700 S HAINES CREEK RD.,LEESBURG,34788,LAKE,MOBILE HOME PARK,PRIVATE,PRIVATE,15,4/28/1987,APPROVED, ,DE00015525, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [34700 S HAINES CREEK RD, LEESBURG, FLORIDA, 34788]",28.85456068,-81.77431916,17RMM2447592119,https://www.google.com/maps/place/17RMM2447592119,1709,SHADY OAKS MP,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.83194147,27.27925995,1710,PRMY001973,7192,SHADY OAKS OF ARCADIA,5792 N.E. HIGHWAY 17,ARCADIA,34266,DESOTO,MOBILE HOME PARK,PRIVATE,PRIVATE,23,3/26/1985,APPROVED, ,DE36798,C/O JUDY KILBURN; LOT A-4,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: STREETADDRESS, SCORE: 100, [5792 NE US-17, ARCADIA, FLORIDA, 34266]",27.27925995,-81.83194147,17RML1766217640,https://www.google.com/maps/place/17RML1766217640,1710,SHADY OAKS OF ARCADIA,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-83.08440102,29.61223051,1711,PRMZ003478,9764,SHADY OAKS RV & MOBILE HOME PARK,153 NE 300TH ST,CROSS CITY,32628,DIXIE,MOBILE HOME PARK,PRIVATE,PRIVATE,54, ,APPROVED, ,DE46249,ATTN: KARI KELLER,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: STREETADDRESS, SCORE: 100, [153 NE 300TH ST, CROSS CITY, FLORIDA, 32628]",29.61223051,-83.08440102,17RKN9816477633,https://www.google.com/maps/place/17RKN9816477633,1711,SHADY OAKS RV & MOBILE HOME PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-80.48361411,27.83499257,1712,PRMZ001712,9339,SHADY REST MHP,13225 US HWY 1,SEBASTIAN,32958,INDIAN RIVER,MOBILE HOME PARK,PRIVATE,PRIVATE,77,6/30/1986,APPROVED, ,DE00014659,"C/O JAMES WILLIAMS, MANAGER",GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [13225 US HIGHWAY 1, SEBASTIAN, FLORIDA, 32958]",27.83499257,-80.48361411,17RNL5085079031,https://www.google.com/maps/place/17RNL5085079031,1712,SHADY REST MHP,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.20700927,28.23365403,1713,PRMZ001018,8733,SHADY REST MOBILE HOME PARK,37836 8TH AVE W,ZEPHYRHILLS,33541,PASCO,MOBILE HOME PARK,PRIVATE,PRIVATE,60,11/21/1985,APPROVED, ,DE46062, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: STREETNAME, SCORE: 90.54, [8TH AVE, ZEPHYRHILLS, FLORIDA, 33541]",28.23365403,-82.20700927,17RLM8157623676,https://www.google.com/maps/place/17RLM8157623676,1713,SHADY REST MOBILE HOME PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.16906213,29.09045071,1714,PRMZ001154,8851,SHADY ROAD VILLAS MOBILE HOME PARK,9100 SW 27TH AVE,OCALA,34476,MARION,MOBILE HOME PARK,PRIVATE,PRIVATE,130,5/14/1987,APPROVED, ,DE43095, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [9100 SW 27TH AVE, OCALA, FLORIDA, 34476]",29.09045071,-82.16906212,17RLN8622918571,https://www.google.com/maps/place/17RLN8622918571,1714,SHADY ROAD VILLAS MOBILE HOME PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.01836798,29.15174613,1715,PRMZ001015,8730,SHADY VILLAGE,3200 S NOVA RD,DAYTONA BEACH,32119,VOLUSIA,MOBILE HOME PARK,PRIVATE,PRIVATE,55,8/16/1985,APPROVED, ,DE00022657,"C/O TYMBERIDGE, INC.",GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 98.08, [3200 S NOVA RD, DAYTONA BEACH, FLORIDA, 32119]",29.15174613,-81.01836798,17RMN9821424798,https://www.google.com/maps/place/17RMN9821424798,1715,SHADY VILLAGE,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.70591978,28.28781757,1716,PRMZ001008,8724,SHALIMAR VILLAGE,6529 STONE RD,PORT RICHEY,34668,PASCO,MOBILE HOME PARK,PRIVATE,PRIVATE,179,11/1/1985,APPROVED, ,DE42938, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [6529 STONE RD, PORT RICHEY, FLORIDA, 34668]",28.28781757,-82.70591978,17RLM3270430267,https://www.google.com/maps/place/17RLM3270430267,1716,SHALIMAR VILLAGE,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.2570518,29.77827645,1717,PRMY002057,7250,SHAMROCK PARK,6275 A1A SOUTH SUITE 101,ST AUGUSTINE,32080,ST JOHNS,MOBILE HOME PARK,PRIVATE,PRIVATE,10,11/26/1984,APPROVED, ,DE45787, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [6275 A1A S, ST AUGUSTINE, FLORIDA, 32080]",29.77827645,-81.2570518,17RMN7515394245,https://www.google.com/maps/place/17RMN7515394245,1717,SHAMROCK PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.30200174,27.83695999,1718,PRMY003596,7819,SHAMSI MOBILE HOME PARK,11219 MCMULLEN RD,RIVERVIEW,33569,HILLSBOROUGH,MOBILE HOME PARK,PRIVATE,PRIVATE,11,8/15/2000,APPROVED, ,DE42102, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [11219 MCMULLEN RD, RIVERVIEW, FLORIDA, 33569]",27.83695999,-82.30200174,17RLL7178579822,https://www.google.com/maps/place/17RLL7178579822,1718,SHAMSI MOBILE HOME PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.07732184,29.25898572,1719,PRMZ001502,9153,SHANGRI LA MOBILE VILLA,1310 FLEMING AVE,ORMOND BEACH,32174,VOLUSIA,MOBILE HOME PARK,PRIVATE,PRIVATE,98,2/6/1986,APPROVED, ,DE44952,ATTN: TONIA SONJU AND SONIA SONJU,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [1310 FLEMING AVE, ORMOND BEACH, FLORIDA, 32174]",29.25898572,-81.07732184,17RMN9248836682,https://www.google.com/maps/place/17RMN9248836682,1719,SHANGRI LA MOBILE VILLA,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.75081618,28.8606739,1720,PRMZ001139,8839,SHANGRI-LA BY THE LAKE,100 SHANGRI-LA BLVD,LEESBURG,34788,LAKE,MOBILE HOME PARK,PRIVATE,PRIVATE,146,5/23/1986,APPROVED, ,DE00018184, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [100 SHANGRI LA BLVD, LEESBURG, FLORIDA, 34788]",28.8606739,-81.75081618,17RMM2677292781,https://www.google.com/maps/place/17RMM2677292781,1720,SHANGRI-LA BY THE LAKE,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.00347242,28.03913347,1721,PRMZ001695,9325,SHANGRI-LA MOBILE ESTATES,2850 NEW TAMPA HWY LOT 74,LAKELAND,33815,POLK,MOBILE HOME PARK,PRIVATE,PRIVATE,127,2/6/1986,APPROVED, ,DE46083, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [2850 NEW TAMPA HWY, LAKELAND, FLORIDA, 33815]",28.03913347,-82.00347242,17RMM0136901943,https://www.google.com/maps/place/17RMM0136901943,1721,SHANGRI-LA MOBILE ESTATES,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.79114011,27.93134258,1722,PRMZ001608,9250,SHANGRI-LA MOBILE HOME PARK,249 JASPER ST,LARGO,33770,PINELLAS,MOBILE HOME PARK,PRIVATE,PRIVATE,160,12/6/1985,APPROVED, ,DE00020708, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 92.08, [249 JASPER ST, LARGO, FLORIDA, 33756]",27.93134258,-82.79114011,17RLL2376390887,https://www.google.com/maps/place/17RLL2376390887,1722,SHANGRI-LA MOBILE HOME PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-82.07909225,26.49709855,1723,PRMZ001014,8729,SHANGRI-LA MOBILE HOME PARK,3388 5TH AVE,ST JAMES CITY,33956,LEE,MOBILE HOME PARK,PRIVATE,PRIVATE,30,11/14/1985,APPROVED, ,DE44752, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [3388 5TH AVE, SAINT JAMES CITY, FLORIDA, 33956]",26.49709856,-82.07909225,17RLK9246231188,https://www.google.com/maps/place/17RLK9246231188,1723,SHANGRI-LA MOBILE HOME PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.21385109,28.24745783,1724,PRMZ001078,8786,SHARP MOBILE HOME PARK INC,5620-1 LAKE LIZZIE DR,ST CLOUD,34771,OSCEOLA,MOBILE HOME PARK,PRIVATE,PRIVATE,88,9/26/1985,APPROVED, ,DE43836,C/O WOLFSON & ASSOCIATES CPA'S,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: STREETADDRESS, SCORE: 100, [5620 LAKE LIZZIE DR, ST CLOUD, FLORIDA, 34771]",28.24745783,-81.21385109,17RMM7902224634,https://www.google.com/maps/place/17RMM7902224634,1724,SHARP MOBILE HOME PARK INC,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.99379983,29.18303526,1725,PRMZ001107,8812,SHARPES FERRY MHP INC,9901 SE HWY 314 BOX 120,SILVER SPRINGS,34488,MARION,MOBILE HOME PARK,PRIVATE,PRIVATE,88,6/18/1986,APPROVED, ,DE00012086, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: STREETADDRESS, SCORE: 100, [9901 SE HIGHWAY 314, SILVER SPRINGS, FLORIDA, 34488]",29.18303526,-81.99379983,17RMN0337228673,https://www.google.com/maps/place/17RMN0337228673,1725,SHARPES FERRY MHP INC,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.77454877,30.22009182,1726,PRMY003513,7799,SHAWN LANE,7080 SHAWN LANE,JACKSONVILLE,32244,DUVAL,MOBILE HOME PARK,PRIVATE,PRIVATE,17,10/1/1995,APPROVED,DELINQUENT,DE00019397, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [7080 SHAWN LN, JACKSONVILLE, FLORIDA, 32244]",30.22009182,-81.77454877,17RMP2546143427,https://www.google.com/maps/place/17RMP2546143427,1726,SHAWN LANE,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-80.17206112,26.06262838,1727,PRMZ000816,8553,SHELDON'S MOBILE HOME COURT,2333 GRIFFIN RD,FORT LAUDERDALE,33312,BROWARD,MOBILE HOME PARK,PRIVATE,PRIVATE,104,3/3/1987,APPROVED, ,DE44424,RIVERSTONE COMMUNITIES LLC,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [2333 GRIFFIN RD, FORT LAUDERDALE, FLORIDA, 33312]",26.06262838,-80.17206112,17RNJ8281682882,https://www.google.com/maps/place/17RNJ8281682882,1727,SHELDON'S MOBILE HOME COURT,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-81.89424093,26.9725081,1728,PRMZ001652,9290,SHELL CREEK RESORT,35711 WASHINGTON LOOP RD,PUNTA GORDA,33982,CHARLOTTE,MOBILE HOME PARK,PRIVATE,PRIVATE,54,8/23/1985,APPROVED, ,DE43296, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: POINTADDRESS, SCORE: 100, [35711 WASHINGTON LOOP RD, PUNTA GORDA, FLORIDA, 33982]",26.97250811,-81.89424093,17RMK1125483704,https://www.google.com/maps/place/17RMK1125483704,1728,SHELL CREEK RESORT,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
-84.21744415,30.16046399,1729,PRMY003441,7753,SHELL ISLAND TRAILER PARK,440 SHELL ISLAND RD,ST MARKS,32355,WAKULLA,MOBILE HOME PARK,PRIVATE,PRIVATE,10,11/21/1994,APPROVED, ,DE44018, ,GEOPLAN,DBPR,"BUSINESS ANALYST 2018, LOCATOR: STREETADDRESS, SCORE: 100, [440 SHELL ISLAND RD, ST MARKS, FLORIDA, 32355]",30.16046399,-84.21744415,16RGU6799139837,https://www.google.com/maps/place/16RGU6799139837,1729,SHELL ISLAND TRAILER PARK,NV,2019-04-14T00:00:00.000Z,2019-04-16T00:00:00.000Z
